#NOTE: most objects use renderer centroid position. collider or mesh centroid is used where no renderer is available, which is similar. otw we use transform.position which is not guaranteed to be the centroid. check comment col for notes.
#name,x,y,z,qx,qy,qz,qw,comment
Point light,37.40656,-10.57742,1.263642,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,transform_position
Trafficlight_Green (7),38.04095,-11.10829,1.262381,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,
NewspaperDispenser_1 (5),-77.647,-5.43859,31.359,1.27986E-06,0.7071067,-1.27986E-06,0.7071068,
Rails_LOD1,23.99806,-13.01219,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071079,
Rails_LOD0,23.99806,-13.01219,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071079,
Rails_LOD2,23.99806,-13.01843,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071079,
Rails (21),24,-13,4,0,-0.7071058,0,0.7071079,transform_position
Floor_4x4_4 (10),16,-12,16,0,0,0,1,
Wall_Short_03 (13),-18,-4,-132,1.545434E-08,0.7071062,-1.545431E-08,0.7071074,
Spotlight,-25.986,-2.475816,166,0.7071067,0,0,0.7071068,transform_position
Lamp1 (59),-25.986,-1.658673,166,0,0,0,1,
Posters1,-22.93451,-3.982258,57.96591,-5.684342E-14,-1,-1.809995E-06,-1.192093E-07,
Ground_Dirt_LG (3),-39.72406,-5.974333,41.36,1.558593E-06,-0.50843,9.202562E-07,0.8611034,
Pillar_Concrete (4),-28.11,-2.947303,4.12,0,0,0,1,
Point light,-55.358,-6.523962,-17.95,-1.545425E-08,-0.70711,1.545438E-08,-0.7071036,transform_position
Tunnel_Lamp_02 (23),-55.49477,-6.523962,-17.95,-1.545425E-08,-0.70711,1.545438E-08,-0.7071036,
Service_Corridor (4),-23.99686,-4,-28,2.185569E-08,0,0,1,
Cables2 (2),-21.75547,-4,-22.11388,1.27986E-06,0.7071068,-1.27986E-06,0.7071067,
Ceiling_4x4 (14),-32,-2,-144,-3.774895E-08,0,0,1,
Spotlight,-41.539,-0.19,16.53,0.3804543,-0.5960324,0.3804544,0.5960324,transform_position
Tunnel_Lamp (2),-41.54,-0.0518232,16.53,0.4999999,-0.5000001,0.5,0.5000001,
Floor_4x4 (103),-72,-6,36,0,0.7071067,0,0.7071068,
Floor_4x4_3 (11),-12,-6,136,0,-3.576279E-07,0,-1,
Rails_LOD1,-76.00194,-13.01219,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071079,
Rails_LOD0,-76.00194,-13.01219,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071079,
Rails_LOD2,-76.00194,-13.01843,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071079,
Rails (154),-76,-13,4,0,-0.7071058,0,0.7071079,transform_position
Wall_Short_02 (7),-46,-10,20,1.545434E-08,-0.7071056,1.54543E-08,0.7071081,
Spotlight,-41.539,-0.19,44.64,0.3804543,-0.5960324,0.3804544,0.5960324,transform_position
Tunnel_Lamp (5),-41.54,-0.0518232,44.64,0.4999999,-0.5000001,0.5,0.5000001,
Posters2 (6),-77.97794,-3.996135,31.40882,-1.27986E-06,-0.7071068,-1.279861E-06,-0.7071068,
Adshell_ServiceGuide,-12.53,-4.12,141.9825,2.756905E-12,-1,1.809995E-06,1.549721E-06,
Floor_platform_Cable_LOD1,-28.00792,-6.5,28.0002,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Floor_platform_Cable_LOD0,-28.00792,-6.5,28.0002,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Floor_Platform_Cable (19),-28,-6,28,0,-0.7071067,0,0.7071068,transform_position
Ground_Dirt_1 (1),-9.133453,-5.992849,33.53226,1.809995E-06,0,0,1,
Bench (3),-40.36651,-5.385295,12.14,0,-0.7071068,0,0.7071067,
Graffiti5,-57.99153,-10.47,13.16635,-0.03184675,0.7063882,-0.03184668,0.7063903,
Ceiling_Style_06 (1),-32,-11.44407,33,1.688831E-07,0,0,1,
Wall_Trim_Style_06 (10),-28,-11.5,43.92915,3.019859E-15,-1,-2.18557E-08,1.639128E-07,
Station_Name_Cylindrical (6),-33.95624,-12.58028,34.46606,2.181512E-08,-0.9237047,1.331105E-09,0.3831052,
Graffiti2 (5),-20.01734,-3.126,-105.15,-0.1556795,0.6897565,0.1556795,-0.6897565,
Rails_LOD1,-52,-7.012189,55.99806,6.448368E-14,-1,2.185569E-08,2.950429E-06,
Rails_LOD0,-52,-7.012189,55.99806,6.448368E-14,-1,2.185569E-08,2.950429E-06,
Rails_LOD2,-52,-7.018433,55.99806,6.448368E-14,-1,2.185569E-08,2.950429E-06,
Rails (46),-52,-7,56,0,-1,0,2.950429E-06,transform_position
Metal_Pillar (10),-44.55999,-3.181651,13.6709,0,-0.7071067,0,0.7071068,
Ground_Dirt_1 (11),-73.72964,-5.992849,10.44385,1.809995E-06,0,0,1,
Wall_Short_01 (6),-78,-4,32,-1.545428E-08,-0.7071086,1.545435E-08,-0.707105,
Point light,-54.89365,-4.577419,62.30178,6.239453E-14,1,-2.18557E-08,2.980232E-06,transform_position
Trafficlight_Red (2),-54.8924,-5.108286,62.93617,6.239453E-14,1,-2.18557E-08,2.980232E-06,
Sign5_DoNotCross (1),33.99011,-10.573,6.784,1.279859E-06,-0.7071068,1.279859E-06,0.7071067,
Rails_LOD1,-32,-7.012189,-31.99806,2.185569E-08,0,0,1,
Rails_LOD0,-32,-7.012189,-31.99806,2.185569E-08,0,0,1,
Rails_LOD2,-32,-7.018433,-31.99806,2.185569E-08,0,0,1,
Rails (54),-32,-7,-32,0,0,0,1,transform_position
Ceiling_04_4x4,-24,-2.051907,124,2.185569E-08,0,0,1,
Floor_4x4 (24),-12,-6,28,0,-0.7071067,0,0.7071068,
Concrete_Beam_Short (5),-17.607,-0.2642252,4,0,-0.7071067,0,0.7071068,
S_Subway_Entrance2,0.07480764,3.09,45.35176,1.809995E-06,0,0,1,
Advert4 (1),-32.07,-10.93,1.777932,0,0,0,1,
Floor_platform_Cable_LOD1,-55.99208,-6.5,23.9998,1.27986E-06,0.7071067,-1.27986E-06,0.7071068,
Floor_platform_Cable_LOD0,-55.99208,-6.5,23.9998,1.27986E-06,0.7071067,-1.27986E-06,0.7071068,
Floor_Platform_Cable (37),-56,-6,24,0,0.7071067,0,0.7071068,transform_position
Ground_Dirt_4 (11),-29.527,-6.987433,-43.89285,1.546682E-06,-0.519414,9.401367E-07,0.8545227,
Spotlight,-57.19,-0.8327436,18.5,0.5,-0.5,0.4999999,0.5000001,transform_position
Lamp1 (51),-57.19,-0.01560062,18.5,0,-0.7071067,0,0.7071068,
Floor_4x4 (10),-24,-6,-92,0,-1,0,5.960465E-08,
Station_Name1 (9),-77.9773,-3.302,15.101,-1.279858E-06,-0.7071078,1.279861E-06,-0.7071058,
Rails_GapCover (9),-31.99874,-7.081832,21.06768,0,-1,0,2.622604E-06,
Ceiling_8x8_LOD1,-30,-2.227347,-98,1.078841E-13,-1,1.809995E-06,5.960465E-08,
Ceiling_8x8_LOD0,-30,-2.227347,-98,1.078841E-13,-1,1.809995E-06,5.960465E-08,
Ceiling_8x8_Beams (4),-30,-2,-98,0,-1,0,5.960465E-08,transform_position
Floor_4x4_2 (32),-24,-12,12,0,0,0,1,
Point light,-44.70308,-6.523962,-17.95,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,transform_position
Tunnel_Lamp_02 (12),-44.5663,-6.523962,-17.95,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,
Floor_platform_Cable_LOD1,-28.00792,-6.5,-131.9998,1.27986E-06,-0.7071068,1.27986E-06,0.7071068,
Floor_platform_Cable_LOD0,-28.00792,-6.5,-131.9998,1.27986E-06,-0.7071068,1.27986E-06,0.7071068,
Floor_Platform_Cable (49),-28,-6,-132,0,-0.7071068,0,0.7071068,transform_position
Light Probe Group,-20.451,-4.769006,51.685,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,transform_position
Point light,-19.43801,-4.479002,51.685,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,transform_position
VendingMachine1,-18.61404,-4.74734,51.78235,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Ceiling_8x8_Pipes_LOD0,-22,-0.2273469,46.00002,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Ceiling_8x8_Pipes_LOD1,-22,-0.2273469,46.00002,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Ceiling_8x8_Pipes_LOD2,-22,-0.2273469,46.00002,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Ceiling_8x8_Pipes (1),-22,0,46,0,-0.7071067,0,0.7071068,transform_position
Floor_platform_Cable_LOD1,-28.00792,-6.5,32.0002,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Floor_platform_Cable_LOD0,-28.00792,-6.5,32.0002,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Floor_Platform_Cable (18),-28,-6,32,0,-0.7071067,0,0.7071068,transform_position
Floor_4x4 (141),-20,-6,-116,0,-1,0,5.960465E-08,
Concrete_Beam (11),-35.627,-0.2262249,14,0,-0.7071067,0,0.7071068,
Concrete_Beam (8),-35.627,-0.2262249,-2,0,-0.7071067,0,0.7071068,
Ceiling_8x8_LOD1,-42,-8.227346,2,1.27986E-06,-0.7071068,1.27986E-06,0.7071068,
Ceiling_8x8_LOD0,-42,-8.227346,2,1.27986E-06,-0.7071068,1.27986E-06,0.7071068,
Ceiling_8x8 (22),-42,-8,2,0,-0.7071068,0,0.7071068,transform_position
Floor_4x4_2 (2),-44,-12,16,0,0,0,1,
Rails_GapCover (1),-31.99874,-7.081832,5.067683,0,-1,0,2.622604E-06,
Floor_4x4_4 (1),-4,-12,20,0,-0.7071067,0,0.7071068,
Spotlight,-38.37,-0.8327436,26.5,0.5,-0.5,0.4999999,0.5000001,transform_position
Lamp1 (32),-38.37,-0.01560062,26.5,0,-0.7071067,0,0.7071068,
Floor_platform_Cable_LOD1,-55.99208,-6.5,31.9998,1.27986E-06,0.7071067,-1.27986E-06,0.7071068,
Floor_platform_Cable_LOD0,-55.99208,-6.5,31.9998,1.27986E-06,0.7071067,-1.27986E-06,0.7071068,
Floor_Platform_Cable (46),-56,-6,32,0,0.7071067,0,0.7071068,transform_position
Ground_Dirt_LG (9),-35.159,-6.982057,-49.61615,1.809995E-06,0,0,1,
Rails_LOD1,-48,-7.012189,-11.99806,2.185569E-08,0,0,1,
Rails_LOD0,-48,-7.012189,-11.99806,2.185569E-08,0,0,1,
Rails_LOD2,-48,-7.018433,-11.99806,2.185569E-08,0,0,1,
Rails (95),-48,-7,-12,0,0,0,1,transform_position
Tunnel_Single_LOD0,-32,-4.410555,78.00002,-2.185569E-08,0,0,1,
Tunnel_Single_LOD1,-32,-4.410555,78.00002,-2.185569E-08,0,0,1,
Tunnel_Single_LOD2,-32,-4.410555,78.00002,-2.185569E-08,0,0,1,
Tunnel_Single (3),-32,-7,74,0,0,0,1,transform_position
Gate2_Ticketing (1),-9.2,-5.468584,28.582,1.27986E-06,0.7071067,-1.27986E-06,0.7071068,
Rails_Water (14),-76,-13.20493,3.995274,0,-0.7071058,0,0.7071079,
Ceiling_04_8x8 (4),-18,-2.051908,138,2.185569E-08,0,0,1,
Floor_4x4 (122),-64,-6,24,0,0,0,1,
Spotlight,-18.563,-2.744002,-118.897,0.5000009,-0.499999,0.5000008,0.4999992,transform_position
Lamp_Wall (6),-18.2999,-2.744,-118.897,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Spotlight,-21.99,-1.060737,38.29,0.7071067,0,0,0.7071068,transform_position
Lamp1 (6),-21.99,-0.01559448,38.29,0,0,0,1,
Vent_SM (2),-55.472,-1.25949,-1.983658,0,-5.960465E-08,0,1,
Wall_Service (16),-6,-8,-20,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,
Metal_Pillar_SM (2),-78.09935,-3.956506,45.59,1.809995E-06,0,0,1,
Rails_LOD1,-32,-7.012189,-47.99806,2.185569E-08,0,0,1,
Rails_LOD0,-32,-7.012189,-47.99806,2.185569E-08,0,0,1,
Rails_LOD2,-32,-7.018433,-47.99806,2.185569E-08,0,0,1,
Rails (59),-32,-7,-48,0,0,0,1,transform_position
Bench (2),5.74,-11.39778,23.42849,0,-1,0,0,
Ceiling_8x8_LOD1,-30,-0.2273472,22,0,-1,1.809995E-06,0,
Ceiling_8x8_LOD0,-30,-0.2273472,22,0,-1,1.809995E-06,0,
Ceiling_8x8 (2),-30,0,22,0,-1,0,0,transform_position
Wall_High (16),-14,-3,12,1.545434E-08,-0.7071058,1.545429E-08,0.7071078,
Wall_Platform_Short_Danger (12),16,-10.5,1.864605,2.185569E-08,0,0,1,
Floor_platform_Cable_LOD1,-44.00792,-6.5,40.0002,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Floor_platform_Cable_LOD0,-44.00792,-6.5,40.0002,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Floor_Platform_Cable (13),-44,-6,40,0,-0.7071067,0,0.7071068,transform_position
Wall_Trim_Style_06 (3),-6.070853,-11.5,42,1.54543E-08,-0.7071071,-1.545432E-08,0.7071065,
Rails_LOD1,-48,-7.012189,112.0019,2.185569E-08,0,0,1,
Rails_LOD0,-48,-7.012189,112.0019,2.185569E-08,0,0,1,
Rails_LOD2,-48,-7.018433,112.0019,2.185569E-08,0,0,1,
Rails (149),-48,-7,112,0,0,0,1,transform_position
Floor_platform_Cable_LOD1,-28.00792,-6.5,12.0002,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Floor_platform_Cable_LOD0,-28.00792,-6.5,12.0002,1.27986E-06,-0.7071067,1.27986E-06,0.7071068,
Floor_Platform_Cable (21),-28,-6,12,0,-0.7071067,0,0.7071068,transform_position
Ceiling2_8x8_Light (8),6,-8,14,0,-0.7071068,0,0.7071068,
Posters1,-20.03409,-4.16,-108.94,-1.279858E-06,-0.7071079,-1.279862E-06,0.7071058,
Wall_Short_04 (11),-8,-4,130,2.18557E-08,1.490116E-08,-4.440892E-16,1,
Metal_Pillar (8),-35.56699,-3.181651,21.6709,0,-0.7071067,0,0.7071068,
Floor_4x4 (53),-24,-6,36,0,-1,0,1.490116E-07,
Floor_4x4 (149),-20,-6,-128,0,-1,0,5.960465E-08,
Ceiling_8x8_LOD1,-10,-2.227347,-18,1.809995E-06,0,0,1,
Ceiling_8x8_LOD0,-10,-2.227347,-18,1.809995E-06,0,0,1,
Ceiling_8x8_Beams (18),-10,-2,-18,0,0,0,1,transform_position
Beam_Style4_8x8 (3),-29.58536,-2.28215,126,0,-0.7071058,0,0.7071078,
Wall_Trim_Style_06 (9),-32,-11.5,43.92915,3.019859E-15,-1,-2.18557E-08,1.639128E-07,
Wall_Trim (2),-66,-1,20,1.545434E-08,0.7071058,-1.545429E-08,0.7071078,
Floor_4x4_2 (25),-24,-12,20,0,0,0,1,
Light Probe Group,-13.46,-6.960006,-28.462,1.809995E-06,0,0,1,transform_position
Relaybox_LP.002,-12.99222,-6.720398,-29.5305,1.809995E-06,0,0,1,
Relaybox_openable,-13.46,-6.709858,-29.75232,1.809995E-06,0,0,1,
Floor_Platform_NOCable (11),-36,-6.499993,20,0,0.7071067,0,0.7071068,
Ground_Dirt_4 (7),-35.82645,-12.00743,16.84728,1.809995E-06,0,0,1,
Service_Corridor (2),-23.99686,-4,-16,2.185569E-08,0,0,1,
Vent_LG,-18.04504,-4.929999,15.22,1.27986E-06,-0.7071067,-1.27986E-06,0.7071068,
Floor_Platform_NOCable (3),-36,-6.499993,48,0,0.7071067,0,0.7071068,
Posters2 (2),-5.26,-4.155,33.97794,0.9999386,-0.01108486,6.933789E-08,-1.810876E-06,
Floor_4x4_2 (3),-72,-9.920313E-10,64,0,0,0,1,
Floor_4x4 (19),0,-6,40,0,0,0,1,
Trim_SC (1),-18,-7,-24,1.27986E-06,0.7071067,-1.27986E-06,0.7071068,
Floor_4x4_4 (21),32,-12,12,0,0,0,1,
Point light,-28.6709,-6.5,106.52,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,transform_position
Tunnel_Lamp_02 (31),-28.53413,-6.5,106.52,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,
Wall_Short_01 (10),-78,-4,12,-1.545428E-08,-0.7071086,1.545435E-08,-0.707105,
Rails_LOD1,-32,-7.012189,12.00194,2.185569E-08,0,0,1,
Rails_LOD0,-32,-7.012189,12.00194,2.185569E-08,0,0,1,
Rails_LOD2,-32,-7.018433,12.00194,2.185569E-08,0,0,1,
Rails (5),-32,-7,12,0,0,0,1,transform_position
Wall_Platform_Short_06 (7),-36,-14.5,44.13539,1.282401E-14,-1,-2.18557E-08,5.811452E-07,
Station_Name2_Decal,-56.11,-9.058602,17.9773,0,-1,1.809995E-06,-3.276082E-12,
Wall_Service (18),-6,-8,-28,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,
Point light,-44.70308,-6.523962,-25.95,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,transform_position
Tunnel_Lamp_02 (13),-44.5663,-6.523962,-25.95,1.545433E-08,-0.7071058,1.545429E-08,0.7071078,
Service_Corridor (11),-23.99686,-4,-56,2.185569E-08,0,0,1,
MetalPillar4 (3),-33.992,-13.94542,34.5,2.185569E-08,0,0,1,
MetalPillar3_SM (4),-55.506,-9.984402,8.109602,-0.5,-0.5,-0.5,0.5000001,
Rails_LOD1,19.99806,-13.01219,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071079,
Rails_LOD0,19.99806,-13.01219,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071079,
Rails_LOD2,19.99806,-13.01843,4,1.545433E-08,-0.7071058,1.545429E-08,0.7071079,
Rails (22),20,-13,4,0,-0.7071058,0,0.7071079,transform_position
Concrete_Beam (31),-56.14,-0.2262249,54,0,-0.7071067,0,0.7071068,
Floor_4x4_4 (13),12,-12,12,0,0,0,1,
AC_Pipe_LOD0,-37,-0.8464975,46,1.27986E-06,0.7071067,-1.27986E-06,0.7071068,
AC_Pipe_LOD1,-37,-0.8464975,46,1.27986E-06,0.7071067,-1.27986E-06,0.7071068,
AC_Pipe (1),-37,-1,50,0,0.7071067,0,0.7071068,transform_position
Wall_Short_01 (15),-68,-4,10,-2.185571E-08,-3.904104E-06,8.704147E-14,-1,
Floor_4x4_2 (7),-80,-9.920313E-10,64,0,0,0,1,
Ground_Dirt_3,-34.52776,-15.9901,31.42356,1.809995E-06,0,0,1,
Floor_4x4_2 (35),-32,-12,12,0,0,0,1,
Floor_4x4 (37),-4,-6,16,0,0,0,1,
Trashcan,10.30629,-11.45617,23.563,1.792381E-06,-0.1391714,2.518995E-07,0.9902683,
Vent_SM,-6.016357,-2.690892,132.7978,0,-0.7071068,0,0.7071067,
Metal_Pillar_SM (6),-66.89,-3.956506,18.14067,1.27986E-06,-0.7071067,-1.27986E-06,0.7071068,
Missing_Cat,-17.576,-14.1481,30.01968,-1.929804E-06,-2.674214E-06,-0.04409954,0.9990272,
Floor_4x4 (72),-40,-6,8,0,0,0,1,
Ground_Dirt_1 (2),-15.17531,-11.99285,23.51089,1.809995E-06,0,0,1,
Wall_Trim (4),-48,-1,58,6.239453E-14,1,-2.18557E-08,2.846122E-06,
Pillar_Concrete,-28.11,-2.947303,52.12,0,0,0,1,
Floor_4x4_6,-28,-16,30,0,0,0,1,
Floor_platform_Cable_LOD1,-28.00792,-6.5,-95.9998,1.27986E-06,-0.7071068,1.27986E-06,0.7071068,
Floor_platform_Cable_LOD0,-28.00792,-6.5,-95.9998,1.27986E-06,-0.7071068,1.27986E-06,0.7071068,
Floor_Platform_Cable (59),-28,-6,-96,0,-0.7071068,0,0.7071068,transform_position
Floor_platform_Cable_LOD1,-28.00791,-6.5,164.0002,1.279862E-06,-0.7071058,1.279858E-06,0.7071078,
Floor_platform_Cable_LOD0,-28.00791,-6.5,164.0002,1.279862E-06,-0.7071058,1.279858E-06,0.7071078,
Floor_Platform_Cable_3 (11),-28,-6,164,0,-0.7071058,0,0.7071078,transform_position
Point light,-35.458,-2.839,-25.493,-0.4999999,0.4999999,-0.4999986,0.5000015,transform_position
Tunnel_Lamp_02 (9),-35.59477,-2.839,-25.493,-0.4999999,0.4999999,-0.4999986,0.5000015,
Floor_platform_Cable_LOD1,-28.00791,-6.5,132.0002,1.279862E-06,-0.7071058,1.279858E-06,0.7071078,
Floor_platform_Cable_LOD0,-28.00791,-6.5,132.0002,1.279862E-06,-0.7071058,1.279858E-06,0.7071078,
Floor_Platform_Cable_3 (3),-28,-6,132,0,-0.7071058,0,0.7071078,transform_position
Floor_4x4 (27),-24,-6,-104,0,-1,0,5.960465E-08,
Ad_Movie,17.998,-10.79,2.010327,1.809995E-06,-5.960465E-08,-6.776264E-21,1,
Rails_LOD1,-32,-7.012189,52.00194,2.185569E-08,0,0,1,
Rails_LOD0,-32,-7.012189,52.00194,2.185569E-08,0,0,1,
Rails_LOD2,-32,-7.018433,52.00194,2.185569E-08,0,0,1,
Rails (16),-32,-7,52,0,0,0,1,transform_position
Rails_LOD1,-32.00194,-17.01219,38,1.545431E-08,-0.7071068,1.545431E-08,0.7071068,
Rails_LOD0,-32.00194,-17.01219,38,1.545431E-08,-0.7071068,1.545431E-08,0.7071068,
Rails_LOD2,-32.00194,-17.01843,38,1.545431E-08,-0.7071068,1.545431E-08,0.7071068,
Rails (11),-32,-17,38,0,-0.7071068,0,0.7071068,transform_position
Wall_Short_02 (8),-48,-10,20,6.283862E-14,-1,2.185571E-08,3.233552E-06,
Posters3 (1),-28.066,-4.11,16.77097,1.809995E-06,8.941024E-08,1.705303E-13,-1,
Tunnel_Service_Door_LOD0,-1.999991,-10.41055,5.087892,1.54543E-08,-0.7071071,1.545432E-08,0.7071065,
Tunnel_Service_Door_LOD1,-1.999991,-10.41055,5.087892,1.54543E-08,-0.7071071,1.545432E-08,0.7071065,
Tunnel_Service_Door_LOD2,-1.999991,-10.41055,5.073609,1.54543E-08,-0.7071071,1.545432E-08,0.7071065,
Tunnel_Service_Door,-6,-13,4,0,-0.7071071,0,0.7071065,transform_position
Intercom (5),-44.69048,-8.666044,17.94159,3.97904E-13,-1,-1.809995E-06,5.960465E-08,
Floor_4x4_2 (34),-36,-12,12,0,0,0,1,
Traindoor_Left.038,-49.85593,-4.621165,-137.604,1.809995E-06,0,0,1,
Train_Advertisements_LP.043,-46.50652,-3.985988,-135.7389,1.809995E-06,0,0,1,
Train_Underpart_L3.001,-48.1245,-6.536463,-128.3833,1.809995E-06,0,0,1,
Train_Advertisements_LP.039,-49.73762,-3.997242,-135.7227,1.809995E-06,0,0,1,
Traindoor_Right.039,-46.37913,-4.62159,-136.7699,1.809995E-06,0,0,1,
Train_Advertisements_LP.041,-46.52296,-3.998281,-132.8747,1.809995E-06,0,0,1,
Train_Advertisements_LP.044,-49.74158,-3.994243,-132.8693,1.809995E-06,0,0,1,
Wagon_Main_LOD,-48.1,-7.09,-128.43,0,0,0,1,transform_position
Traindoor_Right.032,-46.37913,-4.621165,-119.2767,1.809995E-06,0,0,1,
Train_Advertisements_LP.046,-46.51926,-3.994708,-129.8912,1.809995E-06,0,0,1,
Train_Underpart_FrontWheels.001,-48.1245,-6.523948,-120.374,1.809995E-06,0,0,1,
Traindoor_Right.036,-46.37913,-4.621165,-130.9566,1.809995E-06,0,0,1,
Train_Hold1.002,-48.14634,-4.338588,-128.4096,1.809995E-06,0,0,1,
Train_Wagon_L1,-48.13409,-4.395796,-128.4322,-3.774895E-08,0,0,1,
Train_Advertisements_LP.038,-49.74158,-3.994244,-121.156,1.809995E-06,0,0,1,
Train_Underpart_L1.001,-48.1245,-6.523949,-128.3833,1.809995E-06,0,0,1,
Traindoor_Right.033,-49.84836,-4.621165,-119.2772,1.809995E-06,0,0,1,
Traindoor_Left.032,-46.37913,-4.621165,-120.1145,1.809995E-06,0,0,1,
Train_Underpart_L2.001,-48.1245,-6.523949,-128.3833,1.809995E-06,0,0,1,
Traindoor_Right.034,-49.84836,-4.621165,-125.0893,1.809995E-06,0,0,1,
Traindoor_Right.037,-49.84836,-4.621165,-130.9571,1.809995E-06,0,0,1,
Traindoor_Left.037,-49.85593,-4.621165,-131.7949,1.809995E-06,0,0,1,
Train_Seats_L1.001,-48.14634,-4.550383,-128.3608,1.809995E-06,0,0,1,
Train_Underpart_L0.001,-48.1245,-6.566619,-128.3833,1.809995E-06,0,0,1,
Train_Advertisements_LP.037,-49.73919,-4.007945,-124.0185,1.809995E-06,0,0,1,
Train_Wagon_L0,-48.13409,-4.395796,-128.4322,-3.774895E-08,0,0,1,
Traindoor_Left.034,-49.85593,-4.621165,-125.9271,1.809995E-06,0,0,1,
Train_Advertisements_LP.045,-49.73294,-3.930069,-129.8425,1.809995E-06,0,0,1,
Train_Wagon_Interior,-48.13409,-4.323712,-128.4322,-3.774895E-08,0,0,1,
Underpart_LOD,-48.1,-7.09,-128.43,0,0,0,1,transform_position
Train_Seats_L0.002,-48.14634,-4.374158,-128.3608,1.809995E-06,0,0,1,
Traindoor_Right.038,-49.84836,-4.621165,-136.7662,1.809995E-06,0,0,1,
Seats_LOD,-48.1,-7.09,-128.43,0,0,0,1,transform_position
Train_Railtop_L0.001,-48.15199,-2.927467,-130.3749,1.809995E-06,0,0,1,
Traindoor_Left.033,-49.85593,-4.621165,-120.115,1.809995E-06,0,0,1,
Train_Advertisements_LP.042,-46.51926,-3.994708,-121.1434,1.809995E-06,0,0,1,
Train_Advertisements_LP.040,-46.50652,-3.985988,-124.0244,1.809995E-06,0,0,1,
Train_Underpart_RearWheels.001,-48.1245,-6.523948,-137.1976,1.809995E-06,0,0,1,
Traindoor_Left.036,-46.37913,-4.621165,-131.7944,1.809995E-06,0,0,1,
Traindoor_Left.039,-46.37913,-4.621592,-137.6177,0,0,0,1,
Traindoor_Left.035,-46.37913,-4.621165,-125.9267,1.809995E-06,0,0,1,
Traindoor_Right.035,-46.37913,-4.621165,-125.0888,1.809995E-06,0,0,1,
Railcar_Wagon (2),-96.14651,-11.76723,-256.8797,0,0,0,1,collider_centroid
Floor_platform_Cable_LOD1,-28.00792,-6.5,-91.9998,1.27986E-06,-0.7071068,1.27986E-06,0.7071068,
Floor_platform_Cable_LOD0,-28.00792,-6.5,-91.9998,1.27986E-06,-0.7071068,1.27986E-06,0.7071068,
Floor_Platform_Cable (58),-28,-6,-92,0,-0.7071068,0,0.7071068,transform_position
Metal_Pillar (9),-44.55999,-3.181651,21.6709,0,-0.7071067,0,0.7071068,
Wall_Short_01 (20),4,-4,46,6.394884E-14,-1,2.18557E-08,2.950429E-06,
Floor_platform_Cable_LOD1,-28.00792,-6.5,-127.9998,1.27986E-06,-0.7071068,1.27986E-06,0.7071068,
Floor_platform_Cable_LOD0,-28.00792,-6.5,-127.9998,1.27986E-06,-0.7071068,1.27986E-06,0.7071068,
Floor_Platform_Cable (50),-28,-6,-128,0,-0.7071068,0,0.7071068,transform_position
Ceiling_04_4x4 (6),-24,-2.051907,148,2.185569E-08,0,0,1,
Train_Advertisements_LP.020,-46.41619,-3.998281,-83.65998,1.809995E-06,0,0,1,
Traindoor_Right.017,-49.76084,-4.621165,-87.55571,1.809995E-06,0,0,1,
Traindoor_Left.022,-49.76841,-4.621165,-70.90446,1.809995E-06,0,0,1,
Train_Advertisements_LP.013,-49.07579,-3.903494,-68.89706,1.809995E-06,0,0,1,
Train_Advertisements_LP.023,-49.63481,-3.994244,-71.94129,1.809995E-06,0,0,1,
Train_Advertisements_LP.015,-46.41249,-3.994708,-80.6765,1.809995E-06,0,0,1,
Traindoor_Left.016,-46.29161,-4.621165,-88.39352,1.809995E-06,0,0,1,
Train_Underpart_L1,-48.07364,-6.473949,-79.25327,1.809995E-06,0,0,1,
Traindoor_Left.017,-49.76841,-4.621165,-88.39352,1.809995E-06,0,0,1,
